sentiment,cleaned_message
-1,"@pmarca @ReutersBiz why does the name change so often if settled science,global warming,global cooling,climate change,Heinz 57 sauce"
2,The unexpected ways climate change harms your health via @grist
2,White House says climate change will damage public health
0,"However the scheme has been criticised by a group of climate change experts, the Climate Change Committee..more &gt;&gt;"
2,The impacts of climate change on human health in the United States: a scientific assessment via @AidResources
0,Some Whales Like Global Warming Just Fine
0,"question:N 25 yrs #BernieSanders has been N Congress, did he author a single bill signd into law re: climate change?"
0,@Pontifex So Gospel(Glaf News of Jesus Descending in 2080)I spread around the globe before its end by earthquakes and climate change'
-1,"@RogerJStoneJr Everything about the liberal leftist, is all about controlling the people, be it Climate change, free sp…"
0,Democrat AGs Go After Climate Change Dissenters #trending
2,Global warming risks trillions: Study #SustainableEnergy
1,Stop making climate change a political issue and protect our awesome planet
2,British #health systems 'unprepared for devastating effects of climate change'
2,Unpacking climate change’s $2.5 trillion impact
1,Yet state employees aren't even allowed to talk about climate change or else they're fired. Florida is dumb.
1,"Care about things that matter like the election, women's rights, world hunger, global warming, etc. Not who your ex is boink…"
2,Global food production threatens to overwhelm efforts to combat climate change via @ConversationEDU
0,Satellites monitoring atmosphere for the past 18 years show little to no global warming. Interesting
1,Why Hillary Clinton is uniquely unsuited to this epic task of stopping climate change. by @NaomiAKlein
1,Get the Facts: How Climate Change Can Affect Your Health
1,"OMG! @NASAAero, NASA Johnson &amp; @NASAJPL pioneer climate change research with Oceans Melting Greenland (OMG) mission."
1,Climate change is a fact; conservatives not open This letter is in response to several opinions. Mr Loegering...
1,"#YesImProtesting because the establishment is killing our planet, and Hillary is pro-fracking."
0,@j_galdamez102 @mlcalderone @betsy_klein Lol. You're citing some buffoon named #RebelDiaz spouting climate change bs/lies as credible?
1,Discover 11 things you can do RIGHT NOW to curb climate change
1,Five arresting images of climate change that are impossible to ignore - Deutsche Welle
0,@J_fyffe @_ChiefTeef_ ever heard of global warming? Ice burgs are almost extinct yo
1,[SCIENTIFIC .A. EUA] Can Republicans Act on Climate Change?: San Diego mayor shows how there can ... vía J.A.M.V
0,What did @BarackObama say about climate change in his recent visit to Cuba? #CubaVisit
1,"Oil giants spending $115 million annually to block climate change action--i.e., to make sure planet overheats"
1,Sanders understands something key about dealing w/ climate change (that Clinton doesn’t): It can’t all be win-win.
-1,@SwaggMonii @ShelbyWaddell climate change is real however the AGW side of it is undeniably over hyped. NY city is supposed to be flooded
0,Guardian headline writers would have been better off reading WaPo on this.
1,Great to see this work by my old @UCSBgeog classmates -- Important stuff!
0,Greenpeace is gonna feel way stupid if scientists ever discover baby seals and whales are the culprits behind global warm…
2,Sir David Attenborough: Great Barrier Reef in grave danger of disappearing within decades because of climate change
2,Clouds Won't Save Us from Global Warming - Scientific American
0,#jobs # #Dem AG Probes Conservative Think Tank For Questioning Global Warming: #The Democratic at...
1,"Now, ExxonMobil and Chevron must allow a shareholder vote on climate change disclosures"
1,“The cost of investing in clean energy now is far cheaper than paying for the consequences of climate change later'
0,You will know them by their (cough cough) *fruits
0,I think CEI's position on climate change is somewhere between wrong and nutty. But this subpoena is scary stuff.
0,Japan's first-ever - / the climate change is not a hoax / damn serious / face hefty fines / bone-dry / what S looks like
1,also also not to mention you ruined the fucking planet and most of you dont even think climate change and global warming is r…
1,"Proud of my son, Finn, who spoke on climate change and the ski industry at the White House Innovation Summit in SLC ht…"
2,NASA: Global warming is now changing how Earth wobbles: WASHINGTON (AP) — Global warming is shifting the way t...
-1,@KennedyNation @BjornLomborg @WSJ If Muslims caused global warming what would the dems do?
1,A polar shift due to climate change is the definition of the #anthropocene
-1,@FredZeppelin12 @DrMartyFox If it's drifting: Global warming. If it's not: Global warming. These scientists are highly intelligent idiots.
1,See Dramatic Views of Climate Change From Above
1,@CoxRoger @sergedg Ck this out! US Judge cited Netherland's decision in @urgenda climate change case!
-1,Why don't we tell Obama that ISIS are breaking climate change protocol so that he will finally get tough with them?
2,#Climate Change Is Moving the North Pole
1,Global warming is making the Earth tilt on its axis
0,Sino ang main reason kung bakit may global warming? #JaDineAdventureSpecial
1,global warming is alive and real.
1,VIDEO: Bernie Sanders: Climate Change is the Fight for Our Future #NotMeUs
0,RT SEE ME MONDAY BERNIE!
2,These teens are suing Oregon to force action on climate change via @NewsHour
0,"Next topics: climate change, traffic, urban concerns #PiliPinasDebate2016"
2,Federal Court Rules On Climate Change In Favor Of Today's Children - Forbes #climatechange
0,All VP bets think the Philippines is not doing enough to address climate change. #PiliPinasDebates2016 #Halalan2016
-1,Spoken by Worst Potus👉USA! Believes 100% Taxation of People! Hates Capitalism! Climate Change=USADestruction! #Liar
2,Federal Court Rules On Climate Change In Favor Of Today's Children
1,#NewYork #Pennsylvania #Maryland #California #Baltimore #Philadelphia #Pittsburgh #Manhattan #Brooklyn #LosAngeles
1,We CAN build a green economy &amp; fight climate change! See #SunDoc in LA thru April 14th. Tix: #…
2,“Rising temperatures due to climate change have pushed corals beyond their tolerance levels' htt…
1,"In big win, federal judge refuses to dismiss kids lawsuit against oil giants over global warming."
1,Good reminder about everything we know about how to talk about climate change: there’s no one-size-fits-all approach
0,YOU PROMISED ME GLOBAL WARMING.
2,Obama says climate change deniers are a threat to National Security -
2,NASA: Global warming now changing how Earth wobbles @AJENews
-1,Ministry of Truth - self appointed - Back to the USSR!
2,Researchers cite global warming in loon found with avian malaria - Press Herald
1,"Clouds appear to contain less ice than realized, making it harder for them to slow global warming"
-1,Obama says don't give in to fear over Islamic State while trying to scare us about 'climate change' Another hallmark of #Omerica @imcrews
1,.@MScCCAFS_NUIG to understand the adaptation &amp; mitigation of climate change impacts on agriculture &amp; food security:
2,Naomi Klein slams global response to climate change at Winnipeg event
1,People Still Don't Get the Link between Meat Consumption and Climate Change
0,"No, Bill Nye is Not Debating Sarah Palin on Climate Change #nye"
0,"Can't believe American Idol ended! Craaazy. Seems like just yesterday it started! (Also, climate change is shifting the a…"
2,Climate Change May Be Causing Earth's Poles To Shift
2,'Yale Advances in Shaping Portfolio to Address Climate Change' by GERALDINE FABRIKANT via NYT
1,"Earth's poles are drifting due to climate change, study suggests as government expands #fracking, #FossilFuels"
1,Sarah Palin Just Made The Dumbest Move Ever: She Signed On To Debate Bill Nye On Climate Change
2,Climate change will wipe $2.5tn off global financial assets: study
0,@Salon Song about Bernie Sanders &amp; Citizens United w/cartoons - Climate change at :33 and 2:20
1,Climate change is messing with the axis upon which our fair planet spins
-1,"Under the Obama Administration,There Will Be No Victory Through Air Power Unless You Count 'Climate Change'Breitbart"
0,Global warming where you at
1,Multiple studies on consensus find overwhelming agreement: humans are causing global warming ht…
0,@Karoli
1,"'Climate change is above party politics' says H Anderson SNP, who notes need to include agri, edu, renewables and waste #enviromatters2016"
1,CLIMATE CHANGE IS SO URGENT. WE ARE KILLING THE PLANET AND EVERY BEAUTIFUL THING ON IT. FOR MONEY. CAPITAL GAIN. WHY
1,"What #climate change means for you: more death, more disease, more allergies via @PopSci #divest"
2,Yale Advances in Shaping Portfolio to Address Climate Change
0,The Climate Change in Our Veins @LongPucci
-1,While Samantha Power &amp; John Kerry are concerned w/ 'climate change' &amp; 'gender bias'...just ignore #Russia
0,"Peserta pamerannyapun intetaktif loh ini, dr sektor pemerintah di Indonesia Climate Change Expo #siappgogreen"
2,Scientific consensus on climate change still ‘overwhelmingly high’
1,Climate change is simple: David Roberts at TEDxTheEvergreenStateCollege
-1,Oil industry knew about climate change before we landed on the moon - Most people then knew the climate changes.
